B2,B3,B4,B8,rh98,region
0.0375,0.0591,0.0461,0.2886,25.729999542236328,WesternGhats
0.0605,0.0955,0.09,0.2779,2.319999933242798,WesternGhats
0.0456,0.0641,0.0667,0.2438,15.880000114440918,WesternGhats
0.0369,0.0624,0.0558,0.266,7.409999847412109,WesternGhats
0.02835,0.0552,0.0305,0.35425,24.540001,WesternGhats
0.0321,0.0488,0.0381,0.2527,12.850000381469727,WesternGhats
0.0951,0.1281,0.1526,0.3045,2.509999990463257,WesternGhats
0.09275,0.11955,0.1454,0.2973,2.430000066757202,WesternGhats
0.0615,0.0838,0.0922,0.2196,13.329999923706055,WesternGhats
0.0306,0.05215,0.0308,0.30955,11.609999656677246,WesternGhats
0.04255,0.0687,0.0526,0.26495,2.3499999046325684,WesternGhats
0.0796,0.1334,0.2497,0.3131,10.109999656677246,WesternGhats
0.03815,0.0538,0.0443,0.2373,17.760000228881836,WesternGhats
0.0404,0.0591,0.0553,0.273,7.599999904632568,WesternGhats
0.0359,0.0528,0.04265,0.2557,10.279999732971191,WesternGhats
0.043,0.06985,0.05655,0.29615,10.84000015258789,WesternGhats
0.0451,0.0604,0.0534,0.2589,12.369999885559082,WesternGhats
0.0518,0.0822,0.0818,0.2869,2.990000009536743,WesternGhats
0.028,0.0451,0.0283,0.2701,18.43000030517578,WesternGhats
0.03275,0.05345,0.03615,0.27095,14.1899995803833,WesternGhats
0.035,0.0576,0.0392,0.2749,11.760000228881836,WesternGhats
0.0529,0.0713,0.0851,0.2471,4.340000152587891,WesternGhats
0.0335,0.05055,0.03625,0.2431,12.470000267028809,WesternGhats
0.0362,0.0542,0.0459,0.2743,12.470000267028809,WesternGhats
0.032,0.0462,0.0372,0.255,12.020000457763672,WesternGhats
0.03095,0.053775,0.043475,0.2705,20.350000381469727,WesternGhats
0.02405,0.0451,0.0268,0.30496666,14.630000114440918,WesternGhats
0.030133333,0.055333335,0.0395,0.28055,12.119999885559082,WesternGhats
0.0268,0.0467,0.030466666,0.25445,26.670000076293945,WesternGhats
0.029366666,0.0508,0.04325,0.2356,19.260000228881836,WesternGhats
0.0316,0.05395,0.0369,0.28035,11.40999984741211,WesternGhats
0.02695,0.04535,0.0329,0.2632,20.459999,WesternGhats
0.0286,0.0496,0.035,0.2964,2.6500000953674316,WesternGhats
0.045625,0.07373333,0.06445,0.3015,2.5799999237060547,WesternGhats
0.0537,0.0724,0.0713,0.2623,13.859999656677246,WesternGhats
0.0268,0.04405,0.02835,0.22415,18.989999771118164,WesternGhats
0.0312,0.0532,0.0371,0.3005,17.149999618530273,WesternGhats
0.0332,0.05835,0.03845,0.31355,14.039999961853027,WesternGhats
0.0311,0.05025,0.0309,0.26375,16.030001,WesternGhats
